,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1692,Matt Mobley,JR,2016-17,G,St. Bonaventure,A-10,32,1226,176,419,.420,90,192,86,227,.379,155,180,.861,16,171,187,82,50,10,74,78,593
1693,Dewayne Russell,SR,2016-17,G,Grand Canyon,WAC,28,1072,197,492,.400,145,361,52,131,.397,147,194,.758,13,92,105,151,41,4,75,60,593
1694,Ahmad Thomas,JR,2016-17,G,North Carolina-Asheville,Big South,33,1088,243,447,.544,206,366,37,81,.457,70,123,.569,46,172,218,77,99,15,69,85,593
1695,Bakari Copeland,SR,2016-17,F,Maryland-Eastern Shore,MEAC,34,1028,194,417,.465,154,322,40,95,.421,164,213,.770,39,169,208,56,19,7,78,85,592
1696,Justin James,SO,2016-17,G,Wyoming,MWC,37,974,198,429,.462,149,312,49,117,.419,147,193,.762,43,141,184,80,29,20,92,95,592
1697,Josh Robinson,JR,2016-17,G,Austin Peay,OVC,29,1062,187,426,.439,116,232,71,194,.366,145,176,.824,10,76,86,101,28,4,74,55,590
1698,Johnathan Motley,JR,2016-17,F,Baylor,Big 12,34,1036,226,434,.521,217,401,9,33,.273,128,183,.699,126,209,335,79,12,37,100,104,589
1699,QJ Peterson,SR,2016-17,G,Virginia Military Institute,Southern,30,951,200,464,.431,122,252,78,212,.368,111,156,.712,51,143,194,73,47,2,77,61,589
1700,Jordan Howard,SR,2017-18,G,Central Arkansas,Southland,35,1259,280,613,.457,167,326,113,287,.394,207,233,.888,10,115,125,93,36,0,80,41,880
1701,Trae Young,FR,2017-18,G,Oklahoma,Big 12,32,1133,261,618,.422,143,290,118,328,.360,236,274,.861,14,111,125,279,54,8,167,57,876
1702,Andre Spight,SR,2017-18,G,Northern Colorado,Big Sky,38,1285,293,661,.443,165,341,128,320,.400,141,180,.783,20,128,148,139,44,10,112,73,855
1703,Mike Daum,JR,2017-18,F,South Dakota State,Summit,35,1090,273,591,.462,177,365,96,226,.425,194,228,.851,64,295,359,45,17,26,72,84,836
1704,Jon Elmore,JR,2017-18,G,Marshall,CUSA,36,1380,243,554,.439,145,279,98,275,.356,232,281,.826,16,194,210,244,58,13,132,56,816
1705,R.J. Cole,FR,2017-18,G,Howard,MEAC,33,1252,241,612,.394,132,308,109,304,.359,191,248,.770,27,103,130,200,57,0,127,87,782
1706,Kendrick Nunn,SR,2017-18,G,Oakland,Horizon,30,1136,262,602,.435,128,262,134,340,.394,119,142,.838,27,115,142,113,45,11,88,67,777
1707,Chris Clemons,JR,2017-18,G,Campbell,Big South,31,1055,233,515,.452,138,259,95,256,.371,211,245,.861,10,132,142,95,49,10,83,58,772
1708,Jock Landale,JR,2017-18,C,Saint Mary's (CA),WCC,36,1200,301,470,.640,298,460,3,10,.300,156,209,.746,106,260,366,72,14,36,84,109,761
1709,Jalen Brunson,JR,2017-18,G,Villanova,Big East,40,1272,270,518,.521,184,307,86,211,.408,130,162,.802,12,110,122,184,37,1,71,78,756
1710,Justin Wright-Foreman,JR,2017-18,G,Hofstra,CAA,31,1171,264,588,.449,168,326,96,262,.366,131,164,.799,10,93,103,100,25,7,69,62,755
1711,Fletcher Magee,JR,2017-18,G,Wofford,Southern,34,1143,253,523,.484,105,186,148,337,.439,97,107,.907,9,91,100,58,31,3,57,62,751
1712,Bryson Scott,SR,2017-18,G,Purdue-Fort Wayne,Summit,33,1026,247,541,.457,197,372,50,169,.296,202,247,.818,20,128,148,86,65,5,91,65,746
1713,Kelan Martin,SR,2017-18,F,Butler,Big East,35,1249,259,580,.447,164,319,95,261,.364,130,154,.844,33,186,219,70,26,16,84,67,743
1714,D'Marcus Simonds,SO,2017-18,G,Georgia State,Sun Belt,35,1223,277,601,.461,235,457,42,144,.292,146,208,.702,46,155,201,153,60,24,127,100,742
1715,Roosevelt Smart,SO,2017-18,G,North Texas,CUSA,38,1274,221,557,.397,88,205,133,352,.378,167,188,.888,17,141,158,35,23,10,65,86,742
1716,Bogdan Bliznyuk,SR,2017-18,F,Eastern Washington,Big Sky,35,1228,265,502,.528,220,389,45,113,.398,166,184,.902,33,205,238,137,29,10,119,83,741
1717,Tyler Nelson,SR,2017-18,G,Fairfield,MAAC,33,1205,230,547,.420,126,252,104,295,.353,168,191,.880,18,120,138,110,45,3,82,55,732
1718,Tony Carr,SO,2017-18,G,Penn State,Big Ten,37,1308,245,600,.408,157,397,88,203,.433,147,184,.799,33,150,183,186,30,11,85,68,725
1719,Jerome Robinson,JR,2017-18,F,Boston College,ACC,35,1260,249,513,.485,168,315,81,198,.409,146,176,.830,17,109,126,116,30,5,96,88,725
1720,Joel Hernandez,JR,2017-18,G,Long Island University,NEC,35,1152,256,555,.461,198,400,58,155,.374,148,223,.664,65,138,203,90,19,17,104,90,718
1721,Andrew Rowsey,SR,2017-18,G,Marquette,Big East,35,1143,208,495,.420,83,194,125,301,.415,175,194,.902,14,91,105,169,32,7,99,83,716
1722,Zach Thomas,SR,2017-18,G,Bucknell,Patriot,35,1113,206,446,.462,143,281,63,165,.382,241,310,.777,45,272,317,74,35,24,103,71,716
1723,Garrison Mathews,JR,2017-18,G,Lipscomb,A-Sun,33,1003,213,458,.465,123,222,90,236,.381,199,249,.799,41,139,180,58,32,9,71,83,715
1724,Tyus Battle,SO,2017-18,G,Syracuse,ACC,37,1443,234,586,.399,157,347,77,239,.322,167,199,.839,17,91,108,76,54,7,87,74,712
1725,Mikal Bridges,JR,2017-18,F,Villanova,Big East,40,1285,244,475,.514,140,236,104,239,.435,114,134,.851,54,158,212,77,61,43,54,86,706
1726,Deandre Ayton,FR,2017-18,F,Arizona,Pac-12,35,1172,276,451,.612,264,416,12,35,.343,140,191,.733,118,287,405,57,20,66,69,81,704
1727,Junior Robinson,SR,2017-18,G,Mount St. Mary's,NEC,32,1162,228,511,.446,150,310,78,201,.388,169,188,.899,19,73,92,154,37,1,89,87,703
1728,C.J. Burks,JR,2017-18,G,Marshall,CUSA,35,1256,260,551,.472,174,315,86,236,.364,96,108,.889,18,126,144,107,36,4,108,74,702
1729,Peyton Aldridge,SR,2017-18,F,Davidson,A-10,33,1245,252,526,.479,175,324,77,202,.381,120,141,.851,46,205,251,82,13,20,40,51,701
1730,Marvin Bagley,FR,2017-18,F,Duke,ACC,33,1118,270,440,.614,247,382,23,58,.397,131,209,.627,132,234,366,50,27,29,75,60,694
1731,Markus Howard,SO,2017-18,G,Marquette,Big East,34,1071,239,515,.464,128,240,111,275,.404,105,112,.938,13,95,108,94,33,2,85,85,694
1732,Nick King,SR,2017-18,F,Middle Tennessee,CUSA,33,1086,259,523,.495,217,415,42,108,.389,134,183,.732,78,200,278,65,23,7,94,50,694
1733,Kahlil Dukes,SR,2017-18,G,Niagara,MAAC,33,1120,224,482,.465,129,254,95,228,.417,149,164,.909,6,66,72,108,27,1,83,56,692
1734,Carsen Edwards,SO,2017-18,G,Purdue,Big Ten,37,1092,229,500,.458,132,261,97,239,.406,131,159,.824,13,129,142,104,42,8,64,65,686
1735,Jonathan Stark,SR,2017-18,G,Murray State,OVC,32,1165,221,490,.451,111,214,110,276,.399,133,149,.893,12,73,85,126,43,6,78,56,685
1736,Jerrick Harding,SO,2017-18,G,Weber State,Big Sky,31,1019,249,470,.530,192,336,57,134,.425,127,144,.882,19,87,106,53,33,5,74,57,682
1737,Reid Travis,JR,2017-18,F,Stanford,Pac-12,35,1190,250,474,.527,232,413,18,61,.295,164,243,.675,104,202,306,47,26,4,72,91,682
1738,Caleb Martin,JR,2017-18,F,Nevada,MWC,36,1199,223,491,.454,123,243,100,248,.403,134,179,.749,34,160,194,92,45,21,61,95,680
1739,Luwane Pipkins,SO,2017-18,G,Massachusetts,A-10,32,1114,228,530,.430,121,279,107,251,.426,115,146,.788,15,99,114,128,48,0,108,68,678
1740,Trevon Bluiett,SR,2017-18,F,Xavier,Big East,35,1200,202,462,.437,97,210,105,252,.417,167,197,.848,29,164,193,87,26,9,70,76,676
1741,Kevin Hervey,SR,2017-18,F,Texas-Arlington,Sun Belt,33,1064,243,545,.446,166,318,77,227,.339,113,140,.807,77,205,282,73,41,20,90,60,676
1742,Devonte' Graham,SR,2017-18,G,Kansas,Big 12,39,1474,199,498,.400,89,227,110,271,.406,167,202,.827,24,133,157,282,62,2,109,56,675
1743,Charles Williams,SO,2017-18,G,Howard,MEAC,33,1173,253,567,.446,179,386,74,181,.409,93,119,.782,23,89,112,19,28,10,58,72,673
1744,Keita Bates-Diop,JR,2017-18,F,Ohio State,Big Ten,34,1125,247,515,.480,181,331,66,184,.359,112,141,.794,52,244,296,56,31,56,62,57,672
1745,Aaron Holiday,JR,2017-18,G,UCLA,Pac-12,33,1244,212,460,.461,124,255,88,205,.429,159,192,.828,17,104,121,192,42,8,125,87,671
1746,Nick Dixon,SR,2017-18,G,Texas-Rio Grande Valley,WAC,33,978,197,440,.448,143,287,54,153,.353,222,279,.796,52,94,146,78,47,6,82,63,670
1747,Jairus Lyles,SR,2017-18,G,Maryland-Baltimore County,AEC,33,1152,225,512,.439,147,312,78,200,.390,137,173,.792,23,160,183,117,68,6,103,65,665
1748,Donte Clark,SR,2017-18,G,Texas Southern,SWAC,36,1252,203,506,.401,161,357,42,149,.282,216,279,.774,39,148,187,93,39,12,102,113,664
1749,Zach Lofton,SR,2017-18,G,New Mexico State,WAC,33,1054,217,476,.456,130,247,87,229,.380,142,184,.772,37,129,166,56,35,4,71,67,663
1750,Eugene German,SO,2017-18,G,Northern Illinois,MAC,32,991,243,516,.471,181,333,62,183,.339,111,145,.766,13,110,123,54,28,5,66,53,659
1751,Jordan Caroline,JR,2017-18,F,Nevada,MWC,37,1290,221,466,.474,185,355,36,111,.324,178,251,.709,98,221,319,82,26,6,71,87,656
1752,Robert Gray,SR,2017-18,G,Houston,AAC,34,1084,218,488,.447,157,318,61,170,.359,158,197,.802,23,102,125,148,38,4,79,53,655
1753,Marcus Foster,SR,2017-18,G,Creighton,Big East,33,1044,246,509,.483,151,279,95,230,.413,67,90,.744,22,107,129,89,34,4,71,56,654
1754,Reed Timmer,SR,2017-18,G,Drake,MVC,34,1134,188,422,.445,95,197,93,225,.413,183,212,.863,18,103,121,79,21,3,65,57,652
1755,Jermaine Marrow,SO,2017-18,G,Hampton,MEAC,34,1175,228,573,.398,187,434,41,139,.295,153,192,.797,31,139,170,184,43,1,117,88,650
1756,Martaveous McKnight,JR,2017-18,G,Arkansas-Pine Bluff,SWAC,35,1134,217,480,.452,153,298,64,182,.352,152,210,.724,16,134,150,124,68,5,92,31,650
1757,Shamorie Ponds,SO,2017-18,G,St. John's (NY),Big East,30,1110,225,536,.420,178,350,47,186,.253,150,175,.857,36,115,151,142,70,3,82,53,647
1758,Jevon Carter,SR,2017-18,G,West Virginia,Big 12,37,1313,215,509,.422,138,313,77,196,.393,133,155,.858,29,143,172,246,112,13,98,111,640
1759,Matt Mooney,JR,2017-18,G,South Dakota,Summit,34,1040,227,510,.445,151,294,76,216,.352,107,129,.829,22,116,138,105,67,4,82,67,637
1760,Elijah Bryant,JR,2017-18,G,Brigham Young,WCC,35,1215,202,409,.494,117,204,85,205,.415,147,173,.850,16,206,222,81,44,19,80,83,636
1761,Yante Maten,SR,2017-18,F,Georgia,SEC,33,1131,207,446,.464,178,361,29,85,.341,193,241,.801,116,167,283,51,15,49,67,72,636
1762,Zane Martin,SO,2017-18,G,Towson,CAA,32,966,226,493,.458,155,306,71,187,.380,112,161,.696,18,95,113,85,25,6,76,66,635
1763,Gary Blackston,JR,2017-18,G,Prairie View,SWAC,33,1064,217,494,.439,173,371,44,123,.358,156,217,.719,48,128,176,116,51,3,100,110,634
1764,Keenan Evans,SR,2017-18,G,Texas Tech,Big 12,36,1063,194,412,.471,146,262,48,150,.320,197,241,.817,12,98,110,116,41,11,70,65,633
1765,Brandon Goodwin,SR,2017-18,G,Florida Gulf Coast,A-Sun,34,1135,223,474,.470,181,321,42,153,.275,144,192,.750,38,150,188,162,46,4,100,53,632
1766,Collin Sexton,FR,2017-18,G,Alabama,SEC,33,987,196,438,.447,152,307,44,131,.336,196,252,.778,34,90,124,119,28,3,92,81,632
1767,Matt Morgan,JR,2017-18,G,Cornell,Ivy,28,969,204,415,.492,129,212,75,203,.369,147,180,.817,11,118,129,90,23,9,69,48,630
1768,Demontrae Jefferson,SO,2017-18,G,Texas Southern,SWAC,27,1016,207,493,.420,122,277,85,216,.394,130,158,.823,18,66,84,123,36,0,85,68,629
1769,Roddy Peters,SR,2017-18,G,Nicholls State,Southland,32,858,229,445,.515,218,407,11,38,.289,160,210,.762,28,160,188,135,44,6,121,79,629
1770,Jaylen Barford,SR,2017-18,G,Arkansas,SEC,35,1094,224,477,.470,137,276,87,201,.433,93,129,.721,35,102,137,89,35,10,67,88,628
1771,Luke Maye,JR,2017-18,F,North Carolina,ACC,37,1193,251,516,.486,201,400,50,116,.431,73,117,.624,113,260,373,88,36,38,69,92,625
1772,Justin Tillman,SR,2017-18,F,Virginia Commonwealth,A-10,33,1012,248,445,.557,221,363,27,82,.329,102,156,.654,109,218,327,15,11,34,56,78,625
1773,Yoeli Childs,SO,2017-18,F,Brigham Young,WCC,35,1191,246,455,.541,231,407,15,48,.313,117,182,.643,70,231,301,77,30,63,76,79,624
1774,Kyle Allman,JR,2017-18,G,Cal State Fullerton,Big West,32,1053,198,405,.489,153,300,45,105,.429,182,244,.746,11,100,111,75,36,6,74,68,623
1775,Cameron Young,SR,2017-18,G,Quinnipiac,MAAC,33,1124,187,443,.422,123,232,64,211,.303,184,244,.754,61,165,226,91,43,10,93,85,622
1776,Jordan Davis,JR,2017-18,G,Northern Colorado,Big Sky,38,1103,236,458,.515,220,391,16,67,.239,132,207,.638,40,143,183,121,36,15,118,104,620
1777,Chandler Hutchison,SR,2017-18,G,Boise State,MWC,31,961,205,432,.475,159,304,46,128,.359,163,224,.728,27,211,238,107,46,8,104,74,619
1778,Joel Berry,SR,2017-18,G,North Carolina,ACC,36,1193,208,525,.396,115,255,93,270,.344,108,121,.893,20,107,127,116,42,12,68,58,617
1779,Desmond Williams,SR,2017-18,F,Florida A&M,MEAC,34,1212,221,504,.438,210,463,11,41,.268,164,222,.739,60,148,208,64,40,25,100,78,617
1780,Ky Bowman,SO,2017-18,G,Boston College,ACC,35,1337,220,521,.422,140,300,80,221,.362,96,119,.807,29,210,239,165,51,12,112,90,616
1781,Matt Mobley,SR,2017-18,G,St. Bonaventure,A-10,34,1277,187,447,.418,82,165,105,282,.372,137,159,.862,20,149,169,83,38,4,82,87,616
1782,Grant Riller,SO,2017-18,G,College of Charleston,CAA,33,1110,230,422,.545,174,280,56,142,.394,97,133,.729,13,78,91,67,42,14,64,69,613
1783,Max Heidegger,SO,2017-18,G,UC-Santa Barbara,Big West,32,1053,195,451,.432,100,216,95,235,.404,127,166,.765,11,68,79,79,19,2,50,69,612
1784,Joe Chealey,SR,2017-18,G,College of Charleston,CAA,34,1202,169,430,.393,107,252,62,178,.348,211,246,.858,22,136,158,122,29,4,59,78,611
1785,C.J. Massinburg,JR,2017-18,G,Buffalo,MAC,36,1223,196,419,.468,107,199,89,220,.405,130,175,.743,80,184,264,87,40,16,58,75,611
1786,Ronshad Shabazz,JR,2017-18,G,Appalachian State,Sun Belt,33,1079,206,515,.400,126,282,80,233,.343,117,170,.688,19,64,83,100,36,2,79,58,609
1787,Justin James,JR,2017-18,G,Wyoming,MWC,32,996,210,445,.472,170,315,40,130,.308,146,201,.726,19,172,191,98,36,16,81,81,606
1788,Paul Miller,SR,2017-18,G,North Dakota State,Summit,31,1048,208,461,.451,141,264,67,197,.340,122,146,.836,15,165,180,105,31,10,95,50,605
1789,Tookie Brown,JR,2017-18,G,Georgia Southern,Sun Belt,32,1035,189,355,.532,140,251,49,104,.471,177,235,.753,20,110,130,137,56,10,80,79,604
1790,Raiquan Clark,JR,2017-18,G,Long Island University,NEC,35,1127,207,372,.556,200,343,7,29,.241,183,244,.750,74,171,245,53,40,14,143,111,604
1791,Lamar Stevens,SO,2017-18,F,Penn State,Big Ten,39,1290,231,497,.465,201,403,30,94,.319,112,161,.696,54,178,232,74,24,43,87,93,604
1792,Thomas Wilder,SR,2017-18,G,Western Michigan,MAC,32,1050,191,443,.431,144,298,47,145,.324,174,207,.841,23,118,141,138,62,10,79,72,603
1793,Khalil Small,SR,2017-18,G,Green Bay,Horizon,33,1130,201,454,.443,148,316,53,138,.384,147,177,.831,69,153,222,110,43,4,88,85,602
1794,Tre'Shaun Fletcher,SR,2017-18,G,Toledo,MAC,33,1087,205,443,.463,156,303,49,140,.350,139,195,.713,59,205,264,142,27,7,79,75,598
1795,Denzel Mahoney,SO,2017-18,G,Southeast Missouri State,OVC,31,970,176,380,.463,112,225,64,155,.413,182,218,.835,45,113,158,39,28,5,51,91,598
1796,Allonzo Trier,JR,2017-18,G,Arizona,Pac-12,33,1124,184,368,.500,114,184,70,184,.380,160,185,.865,11,89,100,107,21,11,70,57,598
1797,Rodrick Sikes,JR,2017-18,G,South Alabama,Sun Belt,32,998,178,421,.423,90,183,88,238,.370,153,197,.777,13,86,99,27,30,7,60,60,597
1798,Justin Johnson,SR,2017-18,F,Western Kentucky,CUSA,38,1314,239,464,.515,192,351,47,113,.416,70,123,.569,84,276,360,48,27,28,57,69,595
1799,Kellan Grady,FR,2017-18,G,Davidson,A-10,33,1163,219,437,.501,146,241,73,196,.372,82,102,.804,23,85,108,64,27,3,32,68,593
1800,Chris Clemons,SR,2018-19,G,Campbell,Big South,33,1208,304,679,.448,165,290,139,389,.357,246,283,.869,25,142,167,94,49,11,84,63,993
1801,Justin Wright-Foreman,SR,2018-19,G,Hofstra,CAA,35,1321,330,646,.511,220,387,110,259,.425,178,206,.864,12,129,141,102,30,7,91,67,948
1802,Carsen Edwards,JR,2018-19,G,Purdue,Big Ten,36,1275,277,703,.394,142,323,135,380,.355,185,221,.837,14,116,130,104,48,10,113,73,874
1803,R.J. Barrett,FR,2018-19,F,Duke,ACC,38,1341,319,702,.454,246,465,73,237,.308,149,224,.665,59,229,288,164,34,16,123,70,860
1804,Jermaine Marrow,JR,2018-19,G,Hampton,Big South,35,1275,274,649,.422,186,411,88,238,.370,218,269,.810,26,116,142,171,56,6,111,110,854
1805,Markus Howard,JR,2018-19,G,Marquette,Big East,34,1138,252,600,.420,132,302,120,298,.403,227,255,.890,14,121,135,133,36,1,134,72,851
1806,Mike Daum,SR,2018-19,F,South Dakota State,Summit,33,1099,286,559,.512,219,378,67,181,.370,196,234,.838,78,307,385,58,24,32,73,95,835
1807,Lamine Diane,FR,2018-19,F,Cal State Northridge,Big West,33,1165,340,701,.485,333,678,7,23,.304,131,251,.522,108,260,368,68,50,72,105,112,818
1808,Ja Morant,SO,2018-19,G,Murray State,OVC,33,1207,265,531,.499,208,374,57,157,.363,221,272,.813,40,148,188,331,58,27,170,48,808
1809,Antoine Davis,FR,2018-19,G,Detroit Mercy,Horizon,30,1122,263,657,.400,131,310,132,347,.380,126,147,.857,22,72,94,107,28,0,99,70,784
1810,Myles Powell,JR,2018-19,G,Seton Hall,Big East,34,1225,252,564,.447,145,269,107,295,.363,173,206,.840,26,110,136,99,68,6,101,76,784
1811,Jordan Davis,SR,2018-19,G,Northern Colorado,Big Sky,32,1082,256,540,.474,202,390,54,150,.360,186,231,.805,29,121,150,149,45,10,107,73,752
1812,Jon Elmore,SR,2018-19,G,Marshall,CUSA,37,1330,234,595,.393,120,282,114,313,.364,168,213,.789,11,178,189,187,64,20,114,74,750
1813,Garrison Mathews,SR,2018-19,G,Lipscomb,A-Sun,36,1082,222,501,.443,106,213,116,288,.403,190,221,.860,25,172,197,70,30,9,82,68,750
1814,Zion Williamson,FR,2018-19,F,Duke,ACC,33,990,296,435,.680,272,364,24,71,.338,130,203,.640,116,177,293,68,70,59,78,68,746
1815,Nick Mayo,SR,2018-19,F,Eastern Kentucky,OVC,31,1079,245,530,.462,191,367,54,163,.331,190,220,.864,70,201,271,70,38,55,85,83,734
1816,Cassius Winston,JR,2018-19,G,Michigan State,Big Ten,39,1308,243,528,.460,159,317,84,211,.398,163,194,.840,13,104,117,291,40,4,114,75,733
1817,Sam Merrill,JR,2018-19,G,Utah State,MWC,35,1237,228,495,.461,142,266,86,229,.376,189,208,.909,12,126,138,147,37,10,66,86,731
1818,Rui Hachimura,JR,2018-19,F,Gonzaga,WCC,37,1117,275,465,.591,260,429,15,36,.417,164,222,.739,52,188,240,56,35,27,68,74,729
1819,R.J. Cole,SO,2018-19,G,Howard,MEAC,34,1209,218,525,.415,134,308,84,217,.387,208,254,.819,24,116,140,218,64,1,110,76,728
1820,Cameron Young,SR,2018-19,G,Quinnipiac,MAAC,31,1113,222,461,.482,118,223,104,238,.437,180,235,.766,31,128,159,58,35,9,89,69,728
1821,Grant Riller,JR,2018-19,G,College of Charleston,CAA,33,1172,264,491,.538,218,351,46,140,.329,150,186,.806,19,94,113,134,41,2,79,56,724
1822,Ty Cockfield,SR,2018-19,G,Arkansas State,Sun Belt,32,1122,237,540,.439,168,346,69,194,.356,173,211,.820,26,88,114,103,36,4,94,65,716
1823,Jordan Ford,JR,2018-19,G,Saint Mary's (CA),WCC,34,1255,255,521,.489,185,351,70,170,.412,136,170,.800,17,78,95,85,43,1,65,57,716
1824,Fletcher Magee,SR,2018-19,G,Wofford,Southern,35,1098,225,513,.439,67,136,158,377,.419,101,111,.910,13,76,89,55,26,3,49,50,709
1825,Jeremiah Martin,SR,2018-19,G,Memphis,AAC,36,1230,220,488,.451,154,297,66,191,.346,202,265,.762,39,114,153,157,79,23,95,69,708
1826,James Palmer,SR,2018-19,G,Nebraska,Big Ten,36,1266,213,578,.369,146,364,67,214,.313,215,282,.762,39,111,150,107,52,14,77,78,708
1827,Justin James,SR,2018-19,G,Wyoming,MWC,32,1221,228,557,.409,178,388,50,169,.296,200,270,.741,32,241,273,141,48,18,133,68,706
1828,Max Strus,SR,2018-19,G,DePaul,Big East,35,1309,232,541,.429,119,230,113,311,.363,128,152,.842,39,168,207,77,33,17,70,103,705
1829,Jarrett Culver,SO,2018-19,G,Texas Tech,Big 12,38,1234,254,551,.461,205,390,49,161,.304,147,208,.707,54,189,243,142,57,21,103,73,704
1830,Dylan Windler,SR,2018-19,F,Belmont,OVC,33,1097,243,450,.540,143,217,100,233,.429,116,137,.847,64,293,357,84,47,19,69,69,702
1831,Dedric Lawson,JR,2018-19,F,Kansas,Big 12,36,1175,249,508,.490,214,419,35,89,.393,167,205,.815,111,260,371,61,45,38,83,94,700
1832,Grant Williams,JR,2018-19,F,Tennessee,SEC,37,1181,234,415,.564,219,369,15,46,.326,213,260,.819,82,196,278,117,42,55,83,110,696
1833,Matt Morgan,SR,2018-19,G,Cornell,Ivy,31,1000,215,419,.513,112,180,103,239,.431,154,179,.860,7,134,141,93,43,9,104,63,687
1834,Bubba Parham,SO,2018-19,G,Virginia Military Institute,Southern,32,1085,210,494,.425,94,202,116,292,.397,150,189,.794,10,99,109,112,20,1,82,60,686
1835,Andrew Kostecka,JR,2018-19,G,Loyola (MD),Patriot,32,1064,241,461,.523,193,335,48,126,.381,152,187,.813,39,115,154,76,85,29,89,99,682
1836,Yoeli Childs,JR,2018-19,F,Brigham Young,WCC,32,1066,258,509,.507,226,410,32,99,.323,131,185,.708,65,244,309,66,31,33,88,84,679
1837,Anthony Lamb,JR,2018-19,F,Vermont,AEC,32,1011,242,470,.515,192,333,50,137,.365,144,189,.762,55,195,250,72,29,62,69,63,678
1838,Isaiah Pineiro,SR,2018-19,F,San Diego,WCC,36,1249,232,476,.487,192,357,40,119,.336,173,211,.820,68,271,339,76,44,19,107,119,677
1839,Terry Taylor,SO,2018-19,G,Austin Peay,OVC,33,1092,258,486,.531,208,339,50,147,.340,109,147,.741,111,183,294,57,35,30,64,66,675
1840,Daishon Smith,SR,2018-19,G,Louisiana-Monroe,Sun Belt,32,1108,195,440,.443,85,165,110,275,.400,173,201,.861,22,121,143,126,69,2,70,58,673
1841,Markis McDuffie,SR,2018-19,F,Wichita State,AAC,37,1235,214,525,.408,130,279,84,246,.341,160,196,.816,66,118,184,37,38,7,61,72,672
1842,Jeremy Combs,SR,2018-19,F,Texas Southern,SWAC,38,1203,242,402,.602,237,381,5,21,.238,180,305,.590,142,210,352,56,59,23,92,121,669
1843,Phil Booth,SR,2018-19,G,Villanova,Big East,36,1265,218,502,.434,123,243,95,259,.367,137,183,.749,13,127,140,137,30,7,84,70,668
1844,Martaveous McKnight,SR,2018-19,G,Arkansas-Pine Bluff,SWAC,32,1177,226,511,.442,152,320,74,191,.387,141,199,.709,22,138,160,94,48,11,87,39,667
1845,Sandy Cohen,SR,2018-19,F,Green Bay,Horizon,38,1297,219,461,.475,161,289,58,172,.337,170,220,.773,19,225,244,177,71,40,118,97,666
1846,Jhivvan Jackson,SO,2018-19,G,Texas-San Antonio,CUSA,29,894,222,575,.386,118,279,104,296,.351,115,136,.846,13,105,118,71,35,2,68,80,663
1847,Colbey Ross,SO,2018-19,G,Pepperdine,WCC,34,1187,179,410,.437,116,251,63,159,.396,238,279,.853,12,88,100,239,41,5,147,93,659
1848,Jarron Cumberland,JR,2018-19,G,Cincinnati,AAC,35,1136,207,512,.404,127,306,80,206,.388,163,211,.773,40,115,155,127,40,14,96,80,657
1849,Tyler Hall,SR,2018-19,G,Montana State,Big Sky,32,1071,233,521,.447,117,213,116,308,.377,75,90,.833,21,130,151,89,35,9,68,61,657
1850,C.J. Burks,SR,2018-19,G,Marshall,CUSA,37,1240,247,517,.478,181,332,66,185,.357,94,122,.770,22,122,144,109,66,6,111,85,654
1851,Caleb Martin,SR,2018-19,F,Nevada,MWC,34,1161,201,492,.409,94,175,107,317,.338,145,198,.732,30,145,175,96,49,26,63,83,654
1852,Terrell Gomez,SO,2018-19,G,Cal State Northridge,Big West,34,1282,214,476,.450,97,197,117,279,.419,107,122,.877,12,58,70,96,36,0,60,45,652
1853,Shizz Alston,SR,2018-19,G,Temple,AAC,33,1214,207,511,.405,108,228,99,283,.350,138,152,.908,17,74,91,166,49,5,84,63,651
1854,Nathan Knight,JR,2018-19,F,William & Mary,CAA,31,949,236,408,.578,226,367,10,41,.244,169,231,.732,83,183,266,110,13,70,84,93,651
1855,Shamorie Ponds,JR,2018-19,G,St. John's (NY),Big East,33,1159,216,477,.453,151,293,65,184,.353,153,183,.836,32,104,136,169,87,9,65,66,650
1856,Keaton Wallace,SO,2018-19,G,Texas-San Antonio,CUSA,32,1117,215,509,.422,94,192,121,317,.382,95,111,.856,25,136,161,76,42,22,69,72,646
1857,Jerrick Harding,JR,2018-19,G,Weber State,Big Sky,30,1016,212,450,.471,148,275,64,175,.366,154,177,.870,15,86,101,42,50,11,62,67,642
1858,John Konchar,SR,2018-19,G,Purdue-Fort Wayne,Summit,33,1131,231,423,.546,178,284,53,139,.381,127,178,.713,73,209,282,179,65,31,91,69,642
1859,Jarrell Brantley,SR,2018-19,F,College of Charleston,CAA,33,1121,237,458,.517,199,342,38,116,.328,128,163,.785,57,220,277,80,46,29,85,89,640
1860,David Efianayi,SR,2018-19,G,Gardner-Webb,Big South,35,1169,201,413,.487,130,244,71,169,.420,165,222,.743,18,110,128,100,39,26,84,74,638
1861,Bryce Brown,SR,2018-19,G,Auburn,SEC,40,1281,204,467,.437,63,123,141,344,.410,88,109,.807,18,65,83,77,44,2,66,56,637
1862,Jakeenan Gant,SR,2018-19,F,Louisiana,Sun Belt,31,1003,246,453,.543,204,341,42,112,.375,103,131,.786,98,171,269,39,25,82,64,85,637
1863,Marial Shayok,SR,2018-19,G,Iowa State,Big 12,34,1118,229,462,.496,158,278,71,184,.386,108,123,.878,47,120,167,67,32,8,91,70,637
