,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS,lineupID
54,S. Hill | J. Randle,NOP,2018-19,33,426.0,901,904,101.7,+0.8,-1.6,+.017,-4.2,-9.4,-.029,-0.005,+3.9,+4.1,+.032,+1.4,"('hillso01', 'randlju01')"
55,D. Wade | H. Whiteside,MIA,2018-19,62,604.0,1215,1238,97.5,+2.8,+0.3,+.029,-3.1,-7.4,-.021,+.012,-1.1,+0.7,-.067,+1.4,"('wadedw01', 'whiteha01')"
56,D. Favors | R. O'Neale,UTA,2018-19,70,620.1,1267,1281,98.6,-0.4,-3.9,+.015,+1.9,+5.7,+.001,+.029,+0.3,-0.1,+.018,+1.4,"('favorde01', 'onealro01')"
57,S. Curry | E. Turner,POR,2018-19,65,869.6,1740,1738,96.0,+0.7,-1.8,+.017,+1.1,-0.2,+.038,+.024,-1.1,-2.5,+.043,+1.4,"('curryse01', 'turneev01')"
58,D. Bacon | J. Lamb,CHO,2018-19,26,289.8,594,587,97.8,-2.5,+0.4,-.030,-0.8,-3.1,+.010,-0.035,+7.2,+8.7,+.015,+1.4,"('bacondw01', 'lambje01')"
59,S. Brown | B. Lopez,MIL,2018-19,49,521.9,1124,1119,103.2,-0.3,-5.5,+.025,-2.4,-4.2,-.023,+.016,+4.3,+4.5,+.038,+1.4,"('brownst02', 'lopezbr01')"
60,A. Blakeney | L. Markkanen,CHI,2018-19,22,137.9,278,276,96.4,+4.4,+2.9,+.032,-1.9,-13.2,+.102,+.021,-5.5,-9.5,+.098,+1.4,"('blakean01', 'markkla01')"
61,T. Ariza | I. Mahinmi,WAS,2018-19,14,105.0,216,215,98.5,+3.1,-3.2,+.054,-1.9,-6.2,+.006,+.045,-2.9,-4.8,+.036,+1.4,"('arizatr01', 'mahinia01')"
62,T. Ariza | C. Randle,WAS,2018-19,36,224.6,470,476,101.1,-0.3,+0.2,-.005,+0.6,+2.1,-.007,-0.002,+1.5,+3.5,-.058,+1.4,"('arizatr01', 'randlch01')"
63,D. Jones | D. Waiters,MIA,2018-19,30,369.5,723,723,93.9,+1.9,-0.3,+.023,-1.1,-1.7,-.015,+.017,-1.4,+0.8,-.092,+1.4,"('jonesde02', 'waitedi01')"
66,J. Holiday | J. Noah,MEM,2018-19,27,230.7,464,480,98.2,+2.3,+5.5,-.001,-3.1,-9.4,-.016,-0.021,-0.2,-0.8,+.018,+1.4,"('holidju01', 'noahjo01')"
67,J. Green | T. Wallace,LAC,2018-19,18,127.6,286,285,107.4,+4.8,-2.4,+.070,-2.5,-7.8,+.003,+.056,-5.7,-5.0,-.051,+1.4,"('greenja01', 'wallaty01')"
68,E. Kanter | E. Turner,POR,2018-19,17,145.3,281,288,94.0,+2.9,+8.6,-.013,+0.6,+4.6,-.038,-0.015,-4.9,-4.4,-.071,+1.4,"('kanteen01', 'turneev01')"
69,M. Morris | N. Noel,OKC,2018-19,22,175.7,353,353,96.4,+2.3,+10.8,-.027,+0.3,+0.8,.000,-0.032,-3.4,-4.8,+.007,+1.4,"('morrima02', 'noelne01')"
70,G. Hayward | M. Morris,BOS,2018-19,63,716.6,1496,1490,100.0,+0.4,+3.0,-.011,+0.3,+2.4,-.018,-0.012,+0.1,-1.8,+.065,+1.3,"('haywago01', 'morrima03')"
71,T. McConnell | L. Shamet,PHI,2018-19,47,491.8,1029,1035,100.7,-0.3,-0.2,-.003,+3.1,+4.9,+.044,+.014,-1.1,+1.1,-.079,+1.3,"('mccontj01', 'shamela01')"
72,P. George | P. Patterson,OKC,2018-19,59,406.4,895,884,105.1,-1.0,-1.2,-.006,+1.2,+2.6,+.012,+.002,+2.1,+2.5,+.010,+1.3,"('georgpa01', 'pattepa01')"
73,M. Beasley | M. Morris,DEN,2018-19,78,1177.7,2376,2356,96.4,+1.0,+2.2,-.001,+0.1,-0.5,+.008,-0.002,-0.8,-1.2,+.006,+1.3,"('beaslma01', 'morrimo01')"
74,A. Gordon | T. Ross,ORL,2018-19,77,1259.2,2560,2528,97.0,+0.4,+0.7,+.001,+1.4,+3.4,+.008,+.009,-1.0,-0.7,-.018,+1.3,"('gordoaa01', 'rosste01')"
75,J. Okogie | J. Teague,MIN,2018-19,28,485.4,1030,1030,101.9,+0.2,+4.0,-.019,-3.1,-6.1,-.022,-0.040,+4.0,+3.6,+.053,+1.3,"('okogijo01', 'teaguje01')"
76,S. Curry | R. Hood,POR,2018-19,26,377.8,756,757,96.1,-0.5,+1.4,-.012,-0.9,+1.0,-.039,-0.018,+3.2,+2.8,+.041,+1.3,"('curryse01', 'hoodro01')"
77,J. Parker | T. Satoranský,WAS,2018-19,23,333.3,699,687,99.8,-0.5,-6.0,+.028,+0.1,-2.1,+.027,+.033,+2.1,+3.2,-.016,+1.3,"('parkeja01', 'satorto01')"
78,J. Bell | K. Durant,GSW,2018-19,50,404.8,851,858,101.3,-0.5,-4.8,+.020,+0.5,+0.7,+.005,+.027,+1.7,+2.3,-.009,+1.2,"('belljo01', 'duranke01')"
79,D. Gallinari | T. Harris,LAC,2018-19,44,1233.6,2541,2535,98.8,-1.9,-5.5,+.008,0.0,-3.2,+.049,+.012,+5.0,+4.1,+.063,+1.2,"('gallida01', 'harrito02')"
80,J. Hernangómez | J. Murray,DEN,2018-19,52,748.0,1491,1508,96.2,+1.7,+3.9,-.002,-0.1,-0.3,-.001,-0.005,-2.1,-2.0,-.023,+1.2,"('hernaju01', 'murraja01')"
81,D. Bacon | T. Parker,CHO,2018-19,14,97.6,208,200,100.4,+0.8,-4.6,+.032,+3.4,+1.1,+.088,+.054,-3.9,-3.5,-.064,+1.2,"('bacondw01', 'parketo01')"
82,J. Okogie | K. Towns,MIN,2018-19,65,1214.9,2562,2555,101.1,-0.3,+1.1,-.009,-2.3,-4.0,-.029,-0.022,+4.1,+3.3,+.068,+1.2,"('okogijo01', 'townska01')"
83,J. Valančiūnas | D. Wright,TOR,2018-19,42,510.1,1057,1043,98.8,-0.3,-2.5,+.009,-0.6,+2.0,-.042,+.007,+2.5,+3.3,-.002,+1.2,"('valanjo01', 'wrighde01')"
84,R. Bullock | A. Caruso,LAL,2018-19,11,97.5,208,204,101.4,+5.0,+12.4,-.008,+1.3,-4.0,+.089,-0.009,-10.1,-9.7,-.119,+1.2,"('bullore01', 'carusal01')"
85,S. Brown | T. Snell,MIL,2018-19,39,189.4,396,404,101.4,-0.5,-9.5,+.039,+0.7,+1.2,+.009,+.051,+1.4,0.0,+.059,+1.1,"('brownst02', 'snellto01')"
88,G. Clark | G. Green,HOU,2018-19,39,311.1,652,636,99.4,-3.0,-1.2,-.028,+7.8,+23.9,+.002,+.018,-0.7,-3.9,+.089,+1.1,"('clarkga01', 'greenge01')"
89,D. Miller | N. Mirotić,NOP,2018-19,28,358.4,775,780,104.1,-1.7,-4.6,+.005,+0.7,-1.7,+.042,+.012,+3.7,+0.6,+.125,+1.1,"('milleda01', 'mirotni01')"
90,N. Mirotić | E. Moore,NOP,2018-19,29,573.7,1243,1226,103.3,-0.2,-2.3,+.010,-0.5,-0.2,-.016,+.008,+2.1,+2.6,+.004,+1.1,"('mirotni01', 'mooreet01')"
91,W. Cauley-Stein | B. Hield,SAC,2018-19,81,1859.6,3993,3972,102.8,+1.1,+2.5,-.001,-0.1,-3.8,+.042,-0.003,-1.1,+0.4,-.063,+1.1,"('caulewi01', 'hieldbu01')"
92,D. Exum | J. Ingles,UTA,2018-19,37,326.4,664,666,97.8,-3.3,-1.2,-.033,+1.2,+6.6,-.031,-0.024,+6.5,+7.9,+.026,+1.1,"('exumda01', 'inglejo01')"
93,L. Aldridge | B. Forbes,SAS,2018-19,81,1844.3,3691,3703,96.2,+2.1,+1.1,+.017,-3.2,-9.3,+.014,-0.002,+0.3,-1.7,+.083,+1.1,"('aldrila01', 'forbebr01')"
94,R. Bullock | R. Jackson,DET,2018-19,44,1053.3,2121,2122,96.7,-1.4,+0.9,-.021,+3.3,+5.6,+.040,-0.003,+0.8,+1.6,-.019,+1.1,"('bullore01', 'jacksre01')"
95,A. Gordon | W. Iwundu,ORL,2018-19,60,634.2,1297,1304,98.4,-0.5,-1.9,+.003,+1.3,+1.5,+.025,+.012,+0.9,+0.2,+.040,+1.1,"('gordoaa01', 'iwundwe01')"
96,T. Brown | T. Bryant,WAS,2018-19,45,489.3,1010,1021,99.6,-1.0,-1.4,-.004,-1.1,-1.6,-.018,-0.009,+4.2,+4.8,+.023,+1.1,"('browntr01', 'bryanth01')"
97,D. Bacon | M. Williams,CHO,2018-19,23,196.3,390,398,96.4,-0.1,+6.0,-.031,+1.8,+2.0,+.028,-0.026,-0.4,+0.1,-.028,+1.1,"('bacondw01', 'willima02')"
98,D. Carroll | S. Napier,BRK,2018-19,41,597.5,1238,1249,99.9,-3.2,-3.6,-.018,+2.2,+4.4,+.024,-0.003,+5.2,+8.0,-.036,+1.1,"('carrode01', 'napiesh01')"
99,W. Chandler | F. Korkmaz,PHI,2018-19,23,164.0,347,337,100.1,+2.3,+2.2,+.015,+0.5,+3.2,-.024,+.016,-4.1,-3.4,-.058,+1.1,"('chandwi01', 'korkmfu01')"
100,K. Korver | D. Mitchell,UTA,2018-19,54,594.0,1266,1242,101.3,-1.1,-0.4,-.011,+1.9,+8.9,-.042,.000,+1.4,+1.4,+.017,+1.1,"('korveky01', 'mitchdo01')"
101,L. Kennard | T. Maker,DET,2018-19,28,356.9,688,682,92.1,+0.4,+5.0,-.020,+4.1,+9.5,+.023,-0.002,-3.8,-5.2,+.006,+1.1,"('kennalu01', 'makerth01')"
102,W. Johnson | J. Parker,WAS,2018-19,12,139.1,288,298,101.1,+4.4,-2.4,+.060,+1.3,+2.5,+.020,+.068,-9.0,-8.9,-.090,+1.1,"('johnswe01', 'parkeja01')"
103,B. Portis | T. Satoranský,WAS,2018-19,26,548.9,1145,1146,100.2,-1.1,-1.1,-.006,-0.7,+1.4,-.036,-0.009,+4.0,+3.6,+.058,+1.1,"('portibo01', 'satorto01')"
104,E. Davis | S. Dinwiddie,BRK,2018-19,66,846.1,1730,1739,98.4,-0.5,+3.0,-.021,+3.0,+7.1,+.021,-0.006,-1.0,-0.3,-.030,+1.0,"('davised01', 'dinwisp01')"
105,Z. Pachulia | I. Smith,DET,2018-19,51,458.4,918,926,96.6,-0.6,+5.6,-.034,+3.8,+10.7,+.001,-0.017,-1.5,-4.2,+.077,+1.0,"('pachuza01', 'smithis01')"
106,E. Fournier | J. Isaac,ORL,2018-19,74,1480.1,2985,3018,97.3,+0.1,+1.6,-.008,+0.5,+1.6,-.002,-0.006,+0.4,+0.5,+.001,+1.0,"('fournev01', 'isaacjo01')"
107,T. Gibson | J. Teague,MIN,2018-19,41,826.9,1723,1737,100.4,+0.3,+0.9,-.001,-3.0,-9.0,+.014,-0.018,+3.3,+2.6,+.053,+1.0,"('gibsota01', 'teaguje01')"
0,O. Casspi | J. Green,MEM,2018-19,24,245.3,511,498,98.7,+4.5,+0.7,+.048,-4.0,-10.9,-.008,+.025,-4.0,-2.0,-.106,+1.0,"('casspom01', 'greenja01')"
1,E. Davis | S. Dinwiddie,BRK,2018-19,66,846.1,1730,1739,98.4,-0.5,+3.0,-.021,+3.0,+7.1,+.021,-0.006,-1.0,-0.3,-.030,+1.0,"('davised01', 'dinwisp01')"
2,T. Evans | A. Holiday,IND,2018-19,14,115.0,236,243,99.9,+2.4,-2.7,+.040,-0.6,-15.1,+.161,+.038,-3.3,+1.1,-.179,+1.0,"('evansty01', 'holidaa01')"
3,E. Fournier | J. Isaac,ORL,2018-19,74,1480.1,2985,3018,97.3,+0.1,+1.6,-.008,+0.5,+1.6,-.002,-0.006,+0.4,+0.5,+.001,+1.0,"('fournev01', 'isaacjo01')"
4,T. Gibson | J. Teague,MIN,2018-19,41,826.9,1723,1737,100.4,+0.3,+0.9,-.001,-3.0,-9.0,+.014,-0.018,+3.3,+2.6,+.053,+1.0,"('gibsota01', 'teaguje01')"
5,J. Johnson | J. Winslow,MIA,2018-19,41,561.8,1119,1124,95.8,+3.7,+0.1,+.040,+0.8,+0.6,+.018,+.044,-7.1,-5.4,-.171,+1.0,"('johnsja01', 'winslju01')"
6,M. Morris | O. Porter,WAS,2018-19,23,415.7,892,890,102.9,+1.7,+0.3,+.018,-0.6,+1.4,-.031,+.015,-1.8,+0.8,-.105,+1.0,"('morrima02', 'porteot01')"
7,Z. Pachulia | I. Smith,DET,2018-19,51,458.4,918,926,96.6,-0.6,+5.6,-.034,+3.8,+10.7,+.001,-0.017,-1.5,-4.2,+.077,+1.0,"('pachuza01', 'smithis01')"
8,B. Caboclo | I. Rabb,MEM,2018-19,22,225.1,451,454,96.5,-2.2,-4.3,-.003,+0.3,-1.5,+.025,+.002,+5.0,+3.9,+.076,+0.9,"('cabocbr01', 'rabbiv01')"
9,M. Conley | S. Mack,MEM,2018-19,48,431.6,857,848,94.8,+2.9,+1.4,+.026,-1.4,-3.3,-.012,+.017,-3.5,-4.6,+.002,+0.9,"('conlemi01', 'macksh01')"
10,B. Brown | B. Griffin,DET,2018-19,65,1060.6,2104,2152,96.3,-0.6,+2.3,-.018,+3.2,+6.9,+.021,-0.002,-1.0,-0.6,-.023,+0.9,"('brownbr01', 'griffbl01')"
11,M. Conley | C. Parsons,MEM,2018-19,16,144.9,310,305,101.9,-0.9,+2.8,-.025,-0.2,-1.2,+.006,-0.028,+2.9,+4.8,-.035,+0.9,"('conlemi01', 'parsoch01')"
12,J. Ennis | T. Harris,PHI,2018-19,18,188.5,391,410,102.0,+1.7,-0.3,+.021,+1.4,+0.9,+.044,+.030,-4.0,-6.2,+.031,+0.9,"('ennisja01', 'harrito02')"
13,D. Gallinari | S. Gilgeous-Alexander,LAC,2018-19,68,1374.9,2858,2858,99.8,-1.7,-3.7,+.001,+0.9,-0.4,+.040,+.009,+3.3,+2.9,+.042,+0.9,"('gallida01', 'gilgesh01')"
14,B. Griffin | I. Smith,DET,2018-19,51,557.7,1150,1139,98.5,+0.3,+7.9,-.038,+2.4,+7.8,-.010,-0.031,-2.1,-2.7,-.003,+0.9,"('griffbl01', 'smithis01')"
15,J. Jackson | T. Williams,SAC,2018-19,15,122.2,267,271,105.6,-0.2,+2.8,-.017,+4.3,+2.0,+.112,+.006,-3.1,-3.3,-.025,+0.9,"('jacksju01', 'willitr02')"
16,R. Jackson | L. Kennard,DET,2018-19,55,542.2,1096,1075,96.1,-0.1,+2.3,-.013,+1.6,+5.1,-.008,-0.006,-0.6,0.0,-.025,+0.9,"('jacksre01', 'kennalu01')"
17,K. Korver | R. Rubio,UTA,2018-19,38,226.9,481,485,102.2,-0.5,-5.1,+.023,+1.8,+4.6,-.005,+.037,+0.1,+2.0,-.077,+0.9,"('korveky01', 'rubiori01')"
18,J. Teague | A. Wiggins,MIN,2018-19,35,920.7,1933,1937,100.9,+1.0,-0.5,+.014,-2.6,-8.7,+.028,.000,+1.5,+0.8,+.033,+0.9,"('teaguje01', 'wiggian01')"
19,K. Huerter | J. Lin,ATL,2018-19,45,414.9,899,897,103.9,+2.1,+5.0,-.002,+0.9,+1.2,+.016,.000,-4.4,-5.5,-.011,+0.8,"('huertke01', 'linje01')"
22,J. Bell | A. Iguodala,GSW,2018-19,39,216.2,448,452,99.9,+0.1,-5.9,+.031,+0.6,-1.5,+.034,+.039,0.0,+2.9,-.096,+0.8,"('belljo01', 'iguodan01')"
23,D. Exum | T. Sefolosha,UTA,2018-19,24,144.5,292,300,98.3,+2.5,+4.0,+.006,-1.1,+2.1,-.068,-0.003,-3.0,-2.5,-.064,+0.8,"('exumda01', 'sefolth01')"
24,J. Hart | B. Ingram,LAL,2018-19,48,718.7,1538,1545,103.0,+1.5,-3.4,+.034,-1.4,-6.5,+.027,+.028,-0.8,+1.6,-.076,+0.8,"('hartjo01', 'ingrabr01')"
25,S. Adams | M. Morris,OKC,2018-19,21,97.7,205,202,100.0,-0.6,+7.5,-.045,+0.8,+3.4,-.014,-0.046,+1.2,+3.1,-.044,+0.8,"('adamsst01', 'morrima02')"
26,D. Bacon | N. Batum,CHO,2018-19,20,148.3,285,294,93.7,-0.4,+0.1,-.005,+2.1,+0.8,+.052,+.007,-0.5,0.0,-.023,+0.8,"('bacondw01', 'batumni01')"
27,T. Brown | B. Portis,WAS,2018-19,20,250.3,513,507,97.8,-0.9,+6.0,-.041,-0.5,+2.9,-.044,-0.048,+3.1,+3.5,+.019,+0.8,"('browntr01', 'portibo01')"
28,I. Clark | T. Frazier,NOP,2018-19,20,166.2,349,345,100.2,+0.4,-5.9,+.036,-1.9,-3.5,-.016,+.029,+1.8,+0.6,+.061,+0.8,"('clarkia01', 'fraziti01')"
29,G. Dragić | J. Johnson,MIA,2018-19,15,259.4,524,525,97.0,+3.9,+4.2,+.022,-3.0,-2.2,-.066,+.003,-4.0,-2.6,-.098,+0.8,"('dragigo01', 'johnsja01')"
30,T. Graham | J. Harris,BRK,2018-19,30,439.4,939,945,102.9,-1.3,-1.5,-.006,+3.4,+6.8,+.027,+.013,+0.1,+0.3,-.009,+0.8,"('grahatr01', 'harrijo01')"
31,J. Jackson | S. Mejri,DAL,2018-19,17,127.9,266,259,98.5,-0.4,-5.2,+.021,+2.7,+2.7,+.045,+.039,-1.2,+1.7,-.102,+0.8,"('jacksju01', 'mejrisa01')"
32,F. Kaminsky | M. Williams,CHO,2018-19,26,172.5,353,344,97.0,-1.1,+2.9,-.027,+0.2,+8.8,-.088,-0.028,+2.7,+2.3,+.042,+0.8,"('kaminfr01', 'willima02')"
33,M. Muscala | B. Simmons,PHI,2018-19,46,623.3,1334,1339,102.9,-0.9,-2.3,+.002,+2.8,+4.6,+.041,+.020,-0.2,+0.8,-.030,+0.8,"('muscami01', 'simmobe01')"
34,J. Redick | L. Shamet,PHI,2018-19,32,246.2,529,522,102.5,-0.9,-5.0,+.016,+3.7,+8.2,+.034,+.040,-1.0,+1.5,-.078,+0.8,"('redicjj01', 'shamela01')"
35,D. Šarić | K. Towns,MIN,2018-19,63,957.7,2026,1991,100.7,-1.3,-1.4,-.007,-2.5,-2.9,-.047,-0.020,+6.0,+5.1,+.090,+0.8,"('saricda01', 'townska01')"
36,L. Aldridge | M. Belinelli,SAS,2018-19,78,920.8,1894,1886,98.5,-0.1,-3.5,+.017,+0.1,-4.5,+.060,+.020,+0.9,-0.2,+.044,+0.7,"('aldrila01', 'belinma01')"
37,L. Aldridge | D. DeRozan,SAS,2018-19,77,2241.7,4516,4503,96.6,+1.5,-0.7,+.020,-3.4,-10.8,+.025,+.001,+1.2,-0.1,+.066,+0.7,"('aldrila01', 'derozde01')"
38,O. Anunoby | M. Gasol,TOR,2018-19,19,176.2,369,365,100.0,-1.2,-0.1,-.014,+1.0,+3.2,-.007,-0.008,+2.3,+1.1,+.064,+0.7,"('anunoog01', 'gasolma01')"
39,B. Brown | S. Johnson,DET,2018-19,31,203.6,419,428,99.9,+1.7,+3.8,+.002,+1.6,+5.1,+.011,+.009,-4.3,-2.8,-.096,+0.7,"('brownbr01', 'johnsst04')"
40,I. Clark | N. Mirotić,NOP,2018-19,20,160.9,364,359,107.8,+1.7,+2.6,+.006,-1.0,+0.4,-.035,-0.001,-1.7,-2.6,+.012,+0.7,"('clarkia01', 'mirotni01')"
41,D. Collison | D. Sabonis,IND,2018-19,68,603.0,1238,1222,97.9,+0.5,+2.4,-.007,-4.0,-9.6,-.013,-0.032,+3.7,+6.4,-.053,+0.7,"('collida01', 'sabondo01')"
44,J. Dudley | J. Harris,BRK,2018-19,53,625.4,1285,1273,98.2,+0.4,-2.3,+.016,+3.0,+7.1,+.014,+.035,-3.1,-2.3,-.059,+0.7,"('dudleja01', 'harrijo01')"
45,J. Green | L. Williams,LAC,2018-19,23,370.1,821,822,106.6,+1.0,-2.3,+.024,-3.6,-5.8,-.065,+.005,+2.3,+2.4,+.016,+0.7,"('greenja01', 'willilo02')"
46,M. Hezonja | N. Vonleh,NYK,2018-19,37,333.4,675,684,97.8,-0.6,+5.9,-.036,-1.6,-2.8,-.021,-0.049,+3.6,+1.1,+.143,+0.7,"('hezonma01', 'vonleno01')"
47,D. Bembry | A. Len,ATL,2018-19,76,714.4,1542,1548,103.8,+1.2,+1.1,+.008,+0.3,+2.3,-.015,+.009,-2.1,-2.9,+.003,+0.6,"('bembrde01', 'lenal01')"
48,N. Bjelica | D. Fox,SAC,2018-19,77,1472.3,3190,3191,104.0,+1.2,+2.4,+.001,0.0,-2.8,+.034,-0.001,-1.9,-0.6,-.070,+0.6,"('bjeline01', 'foxde01')"
49,B. Beal | I. Mahinmi,WAS,2018-19,30,262.8,546,536,98.8,+2.6,+2.1,+.019,-2.6,-0.8,-.068,+.002,-2.0,+0.1,-.082,+0.6,"('bealbr01', 'mahinia01')"
50,K. Bates-Diop | T. Jones,MIN,2018-19,25,207.4,419,417,96.8,-1.4,-2.4,-.003,-2.2,-4.0,-.031,-0.013,+5.7,+6.1,+.027,+0.6,"('bateske01', 'jonesty01')"
51,B. Caboclo | J. Holiday,MEM,2018-19,33,506.5,1035,1053,98.9,+0.2,-1.0,+.007,-0.3,-1.6,+.011,+.007,+0.4,+1.0,-.016,+0.6,"('cabocbr01', 'holidju01')"
52,V. Carter | K. Huerter,ATL,2018-19,64,519.6,1131,1119,103.9,+0.6,+2.6,-.006,+3.9,+5.0,+.068,+.015,-4.6,-6.5,+.012,+0.6,"('cartevi01', 'huertke01')"
53,I. Clark | F. Jackson,NOP,2018-19,31,167.3,371,355,104.1,-1.0,+0.4,-.013,-0.7,+5.2,-.076,-0.017,+3.4,+1.8,+.087,+0.6,"('clarkia01', 'jacksfr01')"
54,D. DeRozan | B. Forbes,SAS,2018-19,77,1698.1,3399,3407,96.2,+1.8,+0.7,+.016,-3.7,-10.7,+.012,-0.005,+0.8,-1.0,+.082,+0.6,"('derozde01', 'forbebr01')"
55,M. Fultz | M. Muscala,PHI,2018-19,13,149.1,329,326,105.4,-2.7,-2.6,-.020,+2.1,+4.9,+.018,-0.007,+4.1,+4.6,+.012,+0.6,"('fultzma01', 'muscami01')"
56,S. Gilgeous-Alexander | M. Scott,LAC,2018-19,40,252.9,561,569,107.2,+0.2,-4.3,+.026,-0.4,-2.1,+.013,+.026,+0.7,0.0,+.023,+0.6,"('gilgesh01', 'scottmi01')"
57,B. Hield | I. Shumpert,SAC,2018-19,42,830.2,1769,1773,102.4,+1.8,+5.5,-.009,+1.8,+0.6,+.049,-0.003,-4.8,-4.4,-.072,+0.6,"('hieldbu01', 'shumpim01')"
58,J. Holiday | K. Williams,NOP,2018-19,24,432.1,932,932,103.5,+1.4,+2.6,+.002,-3.6,-5.8,-.051,-0.021,+1.5,+1.9,+.001,+0.6,"('holidjr01', 'willike04')"
59,R. McGruder | J. Winslow,MIA,2018-19,58,809.4,1639,1657,97.7,+1.5,+1.9,+.007,-0.7,+0.5,-.027,+.002,-1.7,-0.7,-.052,+0.6,"('mcgruro01', 'winslju01')"
60,G. Niang | R. O'Neale,UTA,2018-19,54,289.5,583,615,99.3,+0.9,+1.1,+.005,+2.1,+8.8,-.035,+.016,-3.3,-3.4,-.028,+0.6,"('niangge01', 'onealro01')"
61,J. Redick | M. Scott,PHI,2018-19,26,345.5,755,737,103.6,-2.0,-8.7,+.021,+1.1,-0.9,+.045,+.033,+3.5,+2.3,+.065,+0.6,"('redicjj01', 'scottmi01')"
62,J. Richardson | H. Whiteside,MIA,2018-19,65,1220.2,2455,2482,97.1,+2.3,+2.1,+.015,-0.6,-0.4,-.016,+.010,-3.3,-0.8,-.130,+0.6,"('richajo01', 'whiteha01')"
63,D. Smith | A. Trier,NYK,2018-19,17,154.4,323,321,100.1,+4.4,+8.5,+.005,-2.5,-7.9,+.013,-0.015,-5.7,-2.4,-.130,+0.6,"('smithde03', 'trieral01')"
66,D. Rose | A. Tolliver,MIN,2018-19,30,360.4,772,762,102.2,0.0,-2.1,+.010,-4.1,-8.2,-.040,-0.011,+4.6,+6.7,-.024,+0.5,"('rosede01', 'tollian01')"
67,B. Bogdanović | Y. Ferrell,SAC,2018-19,55,692.4,1418,1423,98.5,+1.6,+2.7,+.003,-0.6,-3.7,+.022,-0.002,-2.1,-2.2,-.014,+0.5,"('bogdabo01', 'ferreyo01')"
68,M. Brooks | M. Conley,MEM,2018-19,27,180.8,360,346,93.7,+2.6,+10.7,-.027,+0.2,+3.1,-.026,-0.032,-5.0,-8.6,+.051,+0.5,"('brookma01', 'conlemi01')"
69,O. Casspi | M. Conley,MEM,2018-19,35,239.9,483,475,95.9,+1.2,-1.2,+.021,-4.1,-11.1,-.012,-0.003,+2.2,+5.0,-.075,+0.5,"('casspom01', 'conlemi01')"
70,S. Curry | M. Leonard,POR,2018-19,51,527.5,1049,1047,95.4,-0.1,-3.1,+.015,+2.6,+2.6,+.049,+.032,-2.0,-4.5,+.087,+0.5,"('curryse01', 'leoname01')"
71,M. Dellavedova | A. Žižić,CLE,2018-19,24,209.8,426,427,97.6,+2.2,-2.6,+.039,+4.2,-0.6,+.147,+.065,-8.2,-10.3,-.027,+0.5,"('dellama01', 'zizican01')"
72,T. Gibson | K. Towns,MIN,2018-19,65,1279.4,2624,2644,98.8,+0.5,+1.0,.000,-2.2,-6.2,+.007,-0.013,+1.7,+1.6,+.021,+0.5,"('gibsota01', 'townska01')"
73,Q. Cook | K. Durant,GSW,2018-19,64,527.4,1065,1066,97.0,+0.4,-2.5,+.018,+0.8,+1.7,+.003,+.024,-1.2,-3.5,+.068,+0.4,"('cookqu01', 'duranke01')"
74,Q. Cook | K. Looney,GSW,2018-19,57,264.6,527,541,96.9,+3.1,+9.1,-.012,+0.7,+0.7,+.014,-0.014,-6.6,-12.8,+.115,+0.4,"('cookqu01', 'looneke01')"
75,J. Brunson | W. Matthews,DAL,2018-19,29,328.3,671,682,98.9,-3.9,-1.2,-.037,+3.4,+5.1,+.048,-0.017,+4.7,+6.6,-.011,+0.4,"('brunsja01', 'matthwe02')"
76,T. Burke | E. Kanter,NYK,2018-19,28,358.6,749,742,99.8,+1.2,+9.7,-.036,-2.2,-7.0,.000,-0.054,+0.2,-0.6,+.031,+0.4,"('burketr01', 'kanteen01')"
77,T. Daniels | R. Holmes,PHO,2018-19,39,271.4,559,552,98.2,-1.9,-1.6,-.014,0.0,+2.5,-.028,-0.012,+4.3,+4.5,+.030,+0.4,"('danietr01', 'holmeri01')"
78,J. Ennis | K. Faried,HOU,2018-19,9,127.7,271,264,100.5,-1.0,+1.8,-.022,+2.7,+15.9,-.069,-0.008,-0.1,+0.8,-.027,+0.4,"('ennisja01', 'farieke01')"
79,T. Frazier | J. Okafor,NOP,2018-19,29,193.0,391,387,96.8,+4.2,-4.3,+.070,-3.5,-11.9,+.030,+.053,-4.6,-5.4,-.013,+0.4,"('fraziti01', 'okafoja01')"
80,S. Mykhailiuk | L. Stephenson,LAL,2018-19,35,276.7,587,590,102.1,+3.4,-0.2,+.040,+0.6,-1.0,+.029,+.043,-7.1,-6.8,-.097,+0.4,"('mykhasv01', 'stephla01')"
81,J. Okogie | D. Šarić,MIN,2018-19,59,874.8,1842,1856,101.5,-1.1,+0.6,-.016,-2.8,-4.3,-.037,-0.032,+5.5,+4.6,+.087,+0.4,"('okogijo01', 'saricda01')"
82,M. Scott | S. Thornwell,LAC,2018-19,25,120.6,253,262,102.5,-0.3,-0.1,-.003,-1.3,-7.6,+.028,-0.010,+2.3,+1.8,+.033,+0.4,"('scottmi01', 'thornsi01')"
83,E. Fournier | T. Ross,ORL,2018-19,80,943.6,1915,1890,96.8,+0.8,+3.8,-.011,+2.3,+3.0,+.037,-0.001,-3.5,-4.3,-.011,+0.3,"('fournev01', 'rosste01')"
