,Team,Lg,Salary,Season,pid
4365,(may be incomplete),,"$95,091,880",Career,101162
4366,Miami Heat,NBA,"$512,435",2002-03,2229
4367,Boston Celtics,NBA,"$638,679",2003-04,2229
4368,Milwaukee Bucks,NBA,"$3,100,000",2004-05,2229
4369,Toronto Raptors,NBA,"$3,410,000",2005-06,2229
4370,Minnesota Timberwolves,NBA,"$5,215,000",2006-07,2229
4371,New Orleans Hornets,NBA,"$5,632,200",2007-08,2229
4372,Washington Wizards,NBA,"$6,244,093",2008-09,2229
4373,Washington Wizards,NBA,"$6,466,600",2009-10,2229
4374,Chicago Bulls,NBA,"$277,566",2011-12,2229
4375,Dallas Mavericks,NBA,"$795,401",2012-13,2229
4376,(may be incomplete),,"$32,291,974",Career,2229
4377,Phoenix Suns,NBA,"$1,919,160",2012-13,203088
4378,Phoenix Suns,NBA,"$2,005,560",2013-14,203088
4379,Phoenix Suns,NBA,"$915,243",2014-15,203088
4380,Philadelphia 76ers,NBA,"$2,144,722",2015-16,203088
4381,(may be incomplete),,"$6,984,685",Career,203088
4382,Atlanta Hawks,NBA,"$236,854",2018-19,1629121
4383,Portland Trail Blazers,NBA,"$163,356",2019-20,1629121
4384,Atlanta Hawks,NBA,"$100,000",2019-20,1629121
4385,(may be incomplete),,"$500,210",Career,1629121
4386,Oklahoma City Thunder,NBA,"$151,587",2018-19,1629126
4387,Oklahoma City Thunder,NBA,"$1,416,852",2019-20,1629126
4388,(may be incomplete),,"$1,568,439",Career,1629126
4389,Chicago Bulls,NBA,"$5,307,120",2019-20,1629632
4390,(may be incomplete),,"$5,307,120",Career,1629632
4391,Boston Celtics,NBA,"$415,414",2019-20,1629622
4392,Chicago Bulls,NBA,< $Minimum,2019-20,1629622
4393,(may be incomplete),,"$415,414",Career,1629622
4394,San Antonio Spurs,NBA,"$1,180,080",2016-17,1627749
4395,San Antonio Spurs,NBA,"$1,312,611",2017-18,1627749
4396,San Antonio Spurs,NBA,"$1,544,951",2018-19,1627749
4397,San Antonio Spurs,NBA,"$2,321,735",2019-20,1627749
4398,(may be incomplete),,"$6,359,377",Career,1627749
4399,Minnesota Timberwolves,NBA,"$3,872,520",2016-17,1627739
4400,Chicago Bulls,NBA,"$4,046,760",2017-18,1627739
4401,Chicago Bulls,NBA,"$4,221,000",2018-19,1627739
4402,Chicago Bulls,NBA,"$5,348,007",2019-20,1627739
4403,(may be incomplete),,"$17,488,287",Career,1627739
4404,Orlando Magic,NBA,"$100,000",2014-15,203491
4405,(may be incomplete),,"$100,000",Career,203491
4406,San Antonio Spurs,NBA,"$1,325,000",2002-03,1938
4407,San Antonio Spurs,NBA,"$1,457,500",2003-04,1938
4408,San Antonio Spurs,NBA,"$6,603,500",2004-05,1938
4409,San Antonio Spurs,NBA,"$7,428,937",2005-06,1938
4410,San Antonio Spurs,NBA,"$8,254,375",2006-07,1938
4411,San Antonio Spurs,NBA,"$9,079,811",2007-08,1938
4412,San Antonio Spurs,NBA,"$9,905,248",2008-09,1938
4413,San Antonio Spurs,NBA,"$10,728,130",2009-10,1938
4414,San Antonio Spurs,NBA,"$11,854,584",2010-11,1938
4415,San Antonio Spurs,NBA,"$12,981,038",2011-12,1938
4416,San Antonio Spurs,NBA,"$14,107,492",2012-13,1938
4417,San Antonio Spurs,NBA,"$7,500,000",2013-14,1938
4418,San Antonio Spurs,NBA,"$7,000,000",2014-15,1938
4419,San Antonio Spurs,NBA,"$2,814,000",2015-16,1938
4420,San Antonio Spurs,NBA,"$14,000,000",2016-17,1938
4421,San Antonio Spurs,NBA,"$2,500,000",2017-18,1938
4422,San Antonio Spurs,NBA,"$2,500,000",2018-19,1938
4423,(may be incomplete),,"$130,039,615",Career,1938
4424,Dallas Mavericks,NBA,"$680,937",2016-17,1626780
4425,Boston Celtics,NBA,"$44,495",2017-18,1626780
4426,Boston Celtics,NBA,"$17,092",2018-19,1626780
4427,(may be incomplete),,"$742,524",Career,1626780
4428,Washington Wizards,NBA,"$1,920,240",2015-16,1626162
4429,Washington Wizards,NBA,"$2,006,640",2016-17,1626162
4430,Washington Wizards,NBA,"$2,093,040",2017-18,1626162
4431,Phoenix Suns,NBA,"$3,208,630",2018-19,1626162
4432,Phoenix Suns,NBA,"$15,625,000",2019-20,1626162
4433,(may be incomplete),,"$24,853,550",Career,1626162
4434,Memphis Grizzlies,NBA,"$816,482",2014-15,203893
4435,Memphis Grizzlies,NBA,"$816,482",2015-16,203893
4436,(may be incomplete),,"$1,632,964",Career,203893
4437,Boston Celtics,NBA,"$901,920",2004-05,2754
